date,fire_scar,site,plot,tree_species,standing,snag_pre_fire,dbh,basal_diameter,cone_combustion,foliage_combustion,fine_combustion,coarse_combustion,stem_combustion,count,livedead,tree_notes,photos
7/29/2025,McDonald,MCDO4,A,larch,yes,no,NA,1,NA,25,0,0,0,3,,,
7/29/2025,McDonald,MCDO4,A,larch,yes,no,NA,1.8,NA,50,25,25,0,2,,,
7/29/2025,McDonald,MCDO4,A,larch,yes,no,NA,0.6,NA,25,25,0,0,NA,,,
7/29/2025,McDonald,MCDO4,A,black spruce,yes,no,1.3,NA,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,A,black spruce,yes,no,4,NA,NA,25,0,0,0,NA,,,
8/5/2025,Troublesome,TROU4,A,black spruce,yes,yes,14.7,NA,NA,NA,NA,NA,25,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,0.6,NA,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,4,NA,NA,25,25,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,0.3,NA,NA,75,75,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.1,NA,50,50,50,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,7,NA,75,50,25,25,25,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2,NA,NA,25,25,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,1,NA,75,75,75,50,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,3.9,NA,25,50,25,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.6,NA,NA,75,50,50,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.9,NA,NA,75,75,50,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,1.2,NA,NA,75,75,50,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,1.9,NA,NA,50,50,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,3.1,NA,75,75,50,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,3.4,NA,75,100,50,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,3.9,NA,75,100,75,50,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.1,NA,NA,100,100,50,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,3.3,NA,75,50,25,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,1.4,NA,NA,50,25,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.2,NA,NA,25,25,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.6,NA,NA,25,25,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.1,NA,NA,100,100,75,25,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,NA,0.4,NA,25,25,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,1.4,NA,NA,50,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.4,NA,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,0.4,NA,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,3.2,NA,25,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.2,NA,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,5.2,NA,25,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.1,NA,25,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.3,NA,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,1.5,NA,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,4.9,NA,NA,25,25,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,5.8,NA,0,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.6,NA,NA,50,50,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,NA,0.9,NA,25,0,0,0,3,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,3.6,NA,0,25,25,25,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.1,NA,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,5.7,NA,NA,0,25,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.2,NA,25,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,1.8,NA,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,NA,1.2,NA,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,4.1,NA,0,25,0,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,2.4,NA,NA,25,25,0,0,NA,,,
7/29/2025,McDonald,MCDO4,B,black spruce,yes,no,4.5,NA,NA,25,0,0,0,NA,,,
7/23/2025,Globe,GLOB6,B,black spruce,no,yes,4.2,NA,NA,NA,NA,NA,50,NA,,,
7/23/2025,Globe,GLOB6,B,black spruce,no,no,5.2,NA,NA,25,25,0,0,NA,,,
7/23/2025,Globe,GLOB6,B,black spruce,no,yes,7.9,NA,NA,NA,NA,NA,25,NA,,,
7/23/2025,Globe,GLOB6,B,black spruce,no,no,11.4,NA,25,50,50,25,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,3.7,NA,50,50,50,50,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,1.3,NA,NA,100,100,75,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,NA,1.1,NA,100,100,75,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,NA,2.2,NA,100,100,100,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,3.1,NA,0,75,75,50,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,3.3,NA,50,100,100,100,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,2.2,NA,NA,100,100,75,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,1.3,NA,NA,100,100,75,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,5,NA,25,75,75,50,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,5.5,NA,50,75,75,75,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,1.3,NA,NA,100,100,75,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,2.5,NA,50,75,75,50,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,2.3,NA,0,50,50,25,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,3.4,NA,0,25,25,25,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,2.2,NA,25,25,25,25,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,5.5,NA,25,25,25,25,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,2.5,NA,0,25,25,0,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,NA,3.5,NA,75,75,75,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,6.2,NA,25,75,75,50,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,4.2,NA,50,75,75,75,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,2.3,NA,50,75,75,75,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,2.2,NA,0,0,0,0,0,NA,,,
7/25/2025,McDonald,MCDO2,A,black spruce,yes,no,NA,1.2,NA,50,50,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,no,no,4.5,NA,75,75,75,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,no,no,6.7,NA,25,75,75,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,yes,no,9.6,NA,50,50,50,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,no,no,1.3,NA,NA,100,100,75,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,no,no,NA,7.9,NA,NA,NA,NA,0,NA,,Snapped at base,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,yes,no,5.1,NA,25,75,50,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,no,yes,8.3,NA,NA,NA,NA,NA,25,NA,,"Broke off base, leaning on another tree",
8/1/2025,Yukon Creek,YUCR2,B,black spruce,yes,no,NA,2.3,NA,100,100,75,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,yes,no,NA,1.6,NA,100,100,100,25,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,no,no,0.8,NA,NA,100,100,75,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,no,yes,7.9,NA,NA,NA,NA,NA,25,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,yes,no,3,NA,NA,75,75,50,25,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,no,no,3.6,NA,NA,100,100,50,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,yes,no,4.8,NA,75,100,75,25,25,NA,,Broken top,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,yes,no,1.6,NA,NA,75,50,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,B,black spruce,yes,no,0.2,NA,NA,75,75,25,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,1.2,NA,0,0,0,0,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,1.5,NA,0,25,0,0,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,2,NA,0,0,0,0,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,3.2,NA,0,50,50,50,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,3.2,NA,0,50,50,0,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,yes,1.4,NA,NA,NA,NA,NA,25,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,NA,1.8,NA,75,75,75,0,NA,,,
7/25/2025,McDonald,MCDO2,B,larch,yes,no,2.6,NA,0,50,25,0,0,NA,,,
7/25/2025,McDonald,MCDO2,B,larch,yes,no,1.1,NA,NA,50,50,25,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,1,NA,NA,75,75,0,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,2.8,0,0,75,75,75,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,1.1,NA,0,75,75,75,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,3,NA,0,50,50,25,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,1.4,NA,NA,25,25,25,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,3.7,0,50,75,75,50,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,7.2,NA,25,50,25,0,0,NA,,,
7/25/2025,McDonald,MCDO2,B,larch,yes,no,0.9,NA,NA,0,0,0,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,7.9,NA,25,25,25,25,0,NA,,,
7/25/2025,McDonald,MCDO2,B,black spruce,yes,no,1.9,NA,50,50,50,0,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,8.6,NA,0,25,25,0,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,NA,0.9,NA,75,75,75,0,3,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,2.3,NA,0,25,25,0,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,2.6,NA,25,75,50,25,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,NA,1.6,NA,75,75,50,0,2,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,2.2,NA,0,50,50,25,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,NA,0.5,NA,100,100,75,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,3.1,NA,0,50,25,0,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,2.9,NA,0,50,25,0,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,NA,1.9,NA,100,100,75,0,7,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,1.5,NA,0,75,75,50,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,NA,0.4,NA,100,100,75,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,4.4,NA,50,75,75,75,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,4.9,NA,NA,75,50,50,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,3.8,NA,25,25,25,0,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,NA,2.6,NA,100,100,75,0,2,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,2.2,NA,0,50,50,25,0,NA,,,
7/26/2025,Slate,SLAT1,B,black spruce,yes,no,3.6,NA,25,100,100,75,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,2.3,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,1.9,NA,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,1.8,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,no,no,NA,3,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,2.3,NA,25,0,0,0,3,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,0.8,NA,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,1.3,NA,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,1.8,NA,0,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,2,NA,25,25,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,0.3,NA,100,100,75,0,6,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,0.8,NA,25,0,0,0,2,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,2.5,NA,NA,25,25,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,1.3,NA,75,50,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,4.1,NA,0,50,25,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,no,no,1.1,NA,NA,75,75,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,1.1,NA,100,100,50,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,4.3,NA,0,25,25,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,1.7,NA,25,25,0,0,3,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,2.1,NA,0,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,0.6,NA,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,2.9,NA,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,1,NA,75,75,50,0,2,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,2.7,NA,NA,75,50,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,5.1,NA,0,50,50,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,1.8,NA,50,50,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,0.9,NA,NA,25,25,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,1.8,NA,NA,25,25,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,1.3,NA,25,25,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,no,no,3.7,NA,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,no,no,NA,1.6,NA,25,25,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,3,NA,50,50,25,0,NA,,Snapped in half,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,NA,1,NA,75,75,25,0,2,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,no,0.8,NA,NA,25,0,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR1,C,black spruce,yes,yes,4.7,NA,NA,NA,NA,NA,25,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,no,no,4.8,NA,NA,75,50,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,no,no,6.2,NA,NA,75,75,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,no,no,2,NA,NA,100,100,100,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,yes,no,2.6,NA,50,25,25,0,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,no,no,4.9,NA,NA,100,75,25,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,yes,yes,NA,5.1,NA,NA,NA,NA,50,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,no,no,3.2,NA,NA,100,100,75,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,yes,yes,NA,4.1,NA,NA,NA,NA,25,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,no,no,5.8,NA,NA,100,75,75,0,NA,,,
8/1/2025,Yukon Creek,YUCR2,A,black spruce,no,no,7.4,NA,50,75,50,25,0,NA,,,
8/5/2025,Troublesome,TROU4,B,black spruce,yes,no,11.3,NA,NA,25,0,0,0,NA,,Top missing,72cdaf66-14d3-4a0d-a5b2-adee34ea8f22
8/5/2025,Troublesome,TROU4,B,black spruce,yes,no,3.4,NA,0,25,25,0,0,NA,,,
8/5/2025,Troublesome,TROU4,B,black spruce,yes,no,1.8,NA,0,25,25,0,0,NA,,,
8/5/2025,Troublesome,TROU4,B,black spruce,yes,no,2.8,NA,0,50,25,0,0,NA,,,
7/25/2025,McDonald,MCDO1,B,black spruce,yes,no,9.3,NA,0,25,0,0,0,NA,,,
7/25/2025,McDonald,MCDO1,B,black spruce,yes,no,6.3,NA,0,25,0,0,0,NA,,,
7/25/2025,McDonald,MCDO1,B,black spruce,yes,no,8.6,NA,0,25,0,0,0,NA,,,
7/25/2025,McDonald,MCDO1,B,black spruce,yes,no,5.5,NA,0,25,0,0,0,NA,,,
7/25/2025,McDonald,MCDO1,B,black spruce,yes,no,5.9,NA,0,25,0,0,0,NA,,,
7/25/2025,McDonald,MCDO1,B,black spruce,yes,no,3.7,NA,0,25,0,0,0,NA,,,
7/23/2025,Globe,GLOB4,C,black spruce,yes,no,9.5,NA,25,75,75,50,0,NA,,,
7/23/2025,Globe,GLOB4,C,black spruce,no,no,0.4,NA,NA,100,100,100,0,NA,,,
7/23/2025,Globe,GLOB4,C,black spruce,yes,no,6.8,NA,25,75,75,25,0,NA,,,
7/23/2025,Globe,GLOB4,C,black spruce,yes,no,6.5,NA,75,75,75,25,0,NA,,,
7/23/2025,Globe,GLOB4,C,black spruce,yes,no,3.4,NA,NA,100,100,75,0,NA,,,
7/23/2025,Globe,GLOB4,C,black spruce,no,no,4.8,NA,NA,100,100,100,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,3.9,NA,25,50,50,50,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,yes,NA,3,NA,NA,NA,NA,25,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,NA,0.7,NA,100,100,75,0,4,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,NA,2.2,NA,100,100,75,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,4,NA,50,75,50,25,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,5.5,NA,25,50,50,50,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,NA,1.1,NA,100,100,75,0,4,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,1,NA,NA,100,75,75,0,2,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,2.6,NA,50,75,75,75,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,1.6,NA,NA,100,100,75,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,1.4,NA,NA,100,100,100,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,3.3,NA,75,75,75,75,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,yes,3.2,NA,NA,NA,NA,NA,25,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,3.1,NA,75,100,100,75,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,4.7,NA,25,75,75,50,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,5.4,NA,25,75,50,50,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,yes,4.1,NA,NA,NA,NA,NA,25,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,3.2,NA,50,75,50,25,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,0.1,NA,NA,100,75,50,0,NA,,,
7/29/2025,McDonald,MCDO6,B,black spruce,yes,no,NA,1.3,NA,100,100,75,0,2,,,
8/2/2025,Troublesome,TROU2,A,black spruce,yes,no,3.2,NA,NA,50,25,0,0,NA,,,
8/2/2025,Troublesome,TROU2,A,birch,yes,no,1.4,NA,NA,NA,0,0,0,NA,,,
8/2/2025,Troublesome,TROU2,A,birch,yes,no,NA,3,NA,NA,25,0,0,NA,,,
8/2/2025,Troublesome,TROU2,A,black spruce,yes,no,5.7,NA,25,25,25,0,0,NA,,,
8/2/2025,Troublesome,TROU2,A,black spruce,yes,no,4.4,NA,50,75,50,0,0,NA,,,
8/2/2025,Troublesome,TROU2,A,black spruce,yes,no,2.1,NA,NA,100,100,75,25,NA,,Broken at top,
8/2/2025,Troublesome,TROU2,A,black spruce,yes,no,3.7,NA,NA,100,75,25,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,4.4,NA,NA,100,75,25,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,1.6,NA,25,25,25,0,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,NA,1,NA,100,100,75,0,2,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,NA,2.5,NA,75,75,25,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,yes,3.7,NA,NA,NA,NA,NA,25,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,2.1,NA,25,75,75,50,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,5.2,NA,25,25,25,0,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,NA,1.1,NA,100,100,75,0,9,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,2.9,NA,0,50,25,25,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,NA,1.9,NA,75,75,75,0,3,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,1.2,NA,75,75,75,75,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,2.3,NA,25,75,75,25,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,0.9,NA,NA,75,75,50,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,NA,1.7,NA,100,100,50,0,2,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,NA,1.1,NA,100,100,75,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,3.4,NA,75,100,75,50,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,1.6,NA,25,75,75,50,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,2.7,NA,25,75,75,75,0,NA,,,
7/29/2025,McDonald,MCDO5,C,black spruce,yes,no,NA,2,NA,75,75,75,0,2,,,
8/2/2025,Troublesome,TROU3,C,black spruce,no,yes,NA,2.3,NA,NA,NA,NA,50,NA,,,
8/2/2025,Troublesome,TROU3,C,black spruce,yes,no,2.6,NA,NA,100,100,75,0,NA,,,
8/2/2025,Troublesome,TROU3,C,black spruce,yes,no,1.2,NA,NA,100,100,75,25,NA,,,
8/2/2025,Troublesome,TROU3,C,black spruce,yes,no,4.7,NA,75,100,100,50,0,NA,,,
8/2/2025,Troublesome,TROU3,C,black spruce,yes,no,8.4,NA,50,100,75,50,25,NA,,,
8/2/2025,Troublesome,TROU3,C,black spruce,yes,no,5.8,NA,75,100,75,75,25,NA,,,
7/31/2025,Globe,GLOB3,B,black spruce,yes,no,6.1,NA,25,25,0,0,0,NA,,,
7/31/2025,Globe,GLOB3,B,black spruce,yes,no,NA,0.6,NA,75,75,50,0,NA,,,
7/31/2025,Globe,GLOB3,B,black spruce,yes,no,5.2,NA,0,25,0,0,0,NA,,,
7/31/2025,Globe,GLOB3,B,black spruce,yes,no,7.3,NA,25,25,25,25,0,NA,,,
7/31/2025,Globe,GLOB3,B,black spruce,yes,no,NA,1.2,NA,75,75,25,0,NA,,,
7/31/2025,Globe,GLOB3,B,black spruce,yes,no,12.2,NA,25,75,50,50,0,NA,,,
7/31/2025,Globe,GLOB3,B,black spruce,yes,no,4.4,NA,0,25,0,0,0,NA,,,
8/5/2025,Troublesome,TROU5,C,black spruce,yes,no,2.5,NA,0,25,25,0,0,NA,,,
8/5/2025,Troublesome,TROU5,C,black spruce,yes,no,5.3,NA,0,25,0,0,0,NA,,,
8/5/2025,Troublesome,TROU5,C,black spruce,yes,no,NA,1.9,NA,25,25,0,0,NA,,,
8/5/2025,Troublesome,TROU5,C,black spruce,yes,no,NA,2,NA,25,25,25,0,NA,,,
8/5/2025,Troublesome,TROU5,C,black spruce,yes,no,2.2,NA,0,25,25,0,0,NA,,,
8/5/2025,Troublesome,TROU5,C,black spruce,yes,no,0.5,NA,0,25,25,0,0,NA,,,
8/5/2025,Troublesome,TROU5,C,black spruce,yes,no,NA,1.2,NA,25,0,0,0,NA,,,
