"","project","date","fire_scar","site","plot","green_moss","depth1","org_hit","thaw_d","thaw_hit","ar_sol_depth1","ar_sol_hit","ar_height1","ar_height2","ar_height3","collected","sample_id","sample_depth1","sample_depth2","sample_width1","sample_width2","sample_length1","sample_length2","organic_notes","m1_depth1","m2_depth1","min_coregrab","mineral_notes","general_notes","sample_photo"
"1","CCE","2024-07-25","Haystack","Hays5","A",NA,8,"Mineral,Rock",38,"Rock",7.5,"Mineral",5.5,4,3,"yes","Hays5A",7.5,8,11.5,11,12.5,13.5,"1 cm rock removed between organic and mineral",3,0,"Core","Rock beneath 3 cm unable to remove","",""
"2","CCE","2024-07-25","Haystack","Hays5","A",NA,0.5,"Mineral",65,"Rock",5,"Mineral",2,3.5,6,"no","",NA,NA,NA,NA,NA,NA,"Small amount of litter, then ash and mineral",NA,NA,NA,"","",""
"3","CCE","2024-07-25","Haystack","Hays5","A",NA,13.5,"Rock",50,"Rock",11.5,"Mineral",2.5,5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"4","CCE","2024-07-14","Haystack","Hays1","A",NA,5,"Mineral",82,"Ice",5.5,"Mineral",7.5,5,10,"yes","Hays1A",4,6,10,10,12,11,"",6,0,"Core","Top=0-6 cm no M2 gravel","",""
"5","CCE","2024-07-14","Haystack","Hays1","A",NA,11.5,"Mineral",100,"Ice",10.5,"Mineral",5.5,10,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"6","CCE","2024-07-16","Shovel Creek","ShCr3","A",NA,3.5,"Mineral",12,"Mineral",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"7","CCE","2024-07-16","Shovel Creek","ShCr3","A",NA,12.5,"Mineral",12.4,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"8","CCE","2024-07-16","Shovel Creek","ShCr3","A",NA,5,"Mineral",26,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"9","CCE","2024-08-01","Munson Creek","MuCr2","A",0.1,11,"Mineral",18,"Rock",10,"Rock",18,16,20,"yes","MuCr2A",9.5,8,11,11,11,10,"Bottom uneven due to rocks",0,0,NA,"No mineral. Pure rock under organic","","0f9bcacd-1611-47ba-8a96-a176b57eeb4f,59a4a4d3-127c-4dcc-8594-7b99bf2df5ed"
"10","CCE","2024-08-01","Munson Creek","MuCr2","A",0,9.5,"Rock",18,"Rock",28,"Rock",11,7,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"11","CCE","2024-07-29","McCoy Creek","McCr2","B",NA,13,"Mineral",62,"Frozen Ground",17,"Mineral",7,7,10,"yes","McCr2B",10,12,9,8,9,9,"",5,5,"Core","","",""
"12","CCE","2024-07-29","McCoy Creek","McCr2","B",NA,19.5,"Mineral",88,"Frozen Ground",11,"Mineral",10,12,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"13","CCE","2024-07-31","Nugget Creek","NuCr4","C",NA,6,"Mineral",101,">100cm",12,"Mineral",46,23,NA,"yes","NuCr4C",7,5,10,12,9,10,"",5,5,"Core","","",""
"14","CCE","2024-07-31","Nugget Creek","NuCr4","C",NA,14,"Mineral",88,"Rock",7.5,"Mineral",24,22,16,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"15","CCE","2024-07-22","Hess Creek","HeCr3","B",NA,15,"Mineral",77,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"16","CCE","2024-07-22","Hess Creek","HeCr3","B",NA,11.5,"Mineral",79,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"17","CCE","2024-07-22","Hess Creek","HeCr3","B",NA,7,"Mineral",60,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"18","CCE","2024-07-31","Nugget Creek","NuCr4","A",NA,30,"Mineral",101,">100cm",42,"Mineral",8,9,NA,"yes","NuCr4A",35,34,10,6,11.5,10,"Organic sample difficult to remove due to roots, bottom very crumbly",5,5,"Core","","",""
"19","CCE","2024-07-31","Nugget Creek","NuCr4","A",NA,52,"Mineral",101,">100cm",5,"Mineral",18,15,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"20","CCE","2024-07-28","McCoy Creek","McCr5","C",NA,43,"Mineral",55,"Frozen Ground",29.5,"Mineral",5,2,6,"yes","McCr5C",40,38,9,11,10,7,"",5,0,"Core","","No m2 sample, hit frozen ground at bottom of m1 sample",""
"21","CCE","2024-07-28","McCoy Creek","McCr5","C",NA,33,"Mineral",50,"Frozen Ground",36,"Frozen Ground",3,2,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"22","CCE","2024-08-02","Teklanika","Tekl4","B",0,7,"Mineral",23,"Rock",5,"Mineral",3,2,1,"yes","Tekl4B",7,8,11,10,10,9,"",4,2,"Both","M1 sampled with corer. 2 cm of rock removed. M2 grab sample of 2cm","Sampled at 13.3 due to cwd","47021fe9-46c4-4b0d-8d01-a873ea8696fb"
"23","CCE","2024-08-02","Teklanika","Tekl4","B",0,7,"Mineral",19,"Rock",6,"Mineral",10,10,11,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"24","CCE","2024-07-22","Hess Creek","HeCr3","A",NA,7,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"25","CCE","2024-07-22","Hess Creek","HeCr3","A",NA,26,"Mineral",77,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"26","CCE","2024-07-22","Hess Creek","HeCr3","A",NA,11,"Mineral",56,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"27","CCE","2024-08-06","Dry Creek","DrCr4","B",0,6.5,"Mineral",90,"Mineral",6.5,"Mineral",13,12,12,"yes","DrCr4B",6.5,7,9,9,9,10,"",5,5,"Core","","Mineral all the way down but really hard to press thaw probe through",""
"28","CCE","2024-08-06","Dry Creek","DrCr4","B",0,6,"Mineral",57,"Mineral",3,"Mineral",8,8,9,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Mineral soil too dense too push thaw probe through",""
"29","CCE","2024-07-17","Shovel Creek","ShCr6","C",NA,18,"Mineral",23,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"30","CCE","2024-07-17","Shovel Creek","ShCr6","C",NA,12.5,"Mineral",35,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"31","CCE","2024-07-17","Shovel Creek","ShCr6","C",NA,11.5,"Mineral",38,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"32","CCE","2024-08-02","Teklanika","Tekl4","A",0,8,"Mineral",16,"Rock",11,"",2.5,1.5,NA,"yes","Tekl4A",8,7.5,9.5,10,9.5,10,"",4,5,"Both","M1 sampled with corer. Removed 5cm of rock. M2 is grab sample below that to a depth of 5 cm","Nearest tree had no Ar roots visible. SOL depth at it was 10. Measurements in data are from nearest tree with Ar","d84f191b-be6b-4b30-a49c-f01983eebfe4"
"33","CCE","2024-08-02","Teklanika","Tekl4","A",0,12,"Mineral",28,"Rock",6,"Mineral",7,5,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"34","CCE","2024-08-01","Munson Creek","MuCr1","B",0,6,"Mineral",72,"Rock",12.5,"Mineral",1.5,2,7,"yes","MuCr1B",7.5,4.5,10.5,11.5,11,10,"",5,5,"Core","","",""
"35","CCE","2024-08-01","Munson Creek","MuCr1","B",0,17,"Mineral",69,"Rock",17,"Mineral",7,5,6,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"36","CCE","2024-07-31","Nugget Creek","NuCr5","C",NA,7,"Mineral",37,"Rock",7,"Mineral",23,24,NA,"yes","NuCr5C",7,9,7,8,10,10,"",7,0,"Grab","Too rocky and crumbly to core volumetrically, grab sample of mineral to 7 cm depth ","No standing AR tree, measuring AR depths from AR roots to remaining soil on roots or to the bottom of large exposed stabilizing root if no soil is remaining on roots. AR soil depth same hole as transect, not including green moss",""
"37","CCE","2024-07-31","Nugget Creek","NuCr5","C",NA,9.5,"Mineral",67,"Rock",2.5,"Mineral",29,33,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","AR depths on downed tree to bottom of tree roots, AR SOL depth measured next to, does not include green moss",""
"38","CCE","2024-07-18","Lost Horse","LoHo5","A",NA,16,"Mineral",101,">100cm",2.5,"Mineral",16,7,8,"yes","LoHo5A",16,16,11,11,11,10,"Roots!!",5,5,"Core","Removed 3 cm of rock between organic and mineral","",""
"39","CCE","2024-07-18","Lost Horse","LoHo5","A",NA,1.5,"Mineral",86,"Rock",1.5,"Mineral",16,10,8.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"40","CCE","2024-07-18","Lost Horse","LoHo5","A",NA,9.5,"Mineral",78,"Rock",1.5,"Mineral",13,8.5,7,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"41","CCE","2024-08-07","McCoy Creek","McCr3","C",0,31.5,"Mineral",48,"Frozen Ground",40,"Mineral",9.5,11.5,9,"yes","McCr3C",31,31.5,11,11,10.5,10,"",5,5,"Core","Hit frozen ground","","0ee3af13-f0ea-4bf5-b625-69eef1ba9bfa"
"42","CCE","2024-08-07","McCoy Creek","McCr3","C",0,51,"Mineral",60,"Frozen Ground",59,"Mineral",2,3,2.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"43","CCE","2024-07-14","Haystack","Hays2","C",NA,11,"Mineral",120,">100cm",11,"Mineral",11,12,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Thaw depth greater than 120",""
"44","CCE","2024-07-14","Haystack","Hays2","C",NA,18,"Mineral,Water",110,">100cm,Frozen Ground",6,"Mineral",6,14,10,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"45","CCE","2024-07-14","Haystack","Hays2","C",NA,5.5,"Mineral",100,"Rock",17,"Mineral",5,6,NA,"yes","Hays2C",5.5,6,10,10.5,10,11,"",5,5,"Core","M1 and m2 both 5 cm, slightly compacted core","",""
"46","CCE","2024-08-05","Dry Creek","DrCr2","C",0.1,24,"Mineral,Water",98,"Frozen Ground",37,"Mineral,Water",4.5,10,NA,"yes","DrCr2C",21,23,11,12,19,9,"",5,5,"Core","","","d8912997-6e53-4d57-87a4-6f86dbb7b11a"
"47","CCE","2024-08-05","Dry Creek","DrCr2","C",0.1,20,"Mineral,Water",101,">100cm",25,"Mineral,Water",1,2,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Green moss depth at ar 2.5. Not included in SOL measurement ",""
"48","CCE","2024-07-25","Haystack","Hays6","A",NA,7,"Mineral,Rock",24,"Rock",3.5,"Mineral",13.5,11.5,NA,"yes","Hays6A",6.5,6,13,12,10,9.5,"",0,0,NA,"No mineral soil sample taken too rocky and unable to remove rock","",""
"49","CCE","2024-07-25","Haystack","Hays6","A",NA,11,"Mineral",52,"Rock",14.5,"Mineral",2.5,2.5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"50","CCE","2024-07-25","Haystack","Hays6","A",NA,16,"Mineral",51,"Rock",3.5,"Mineral",13,8,15,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"51","CCE","2024-07-28","McCoy Creek","McCr1","B",NA,27,"Mineral",39,"Frozen Ground",27,"Mineral",3,5.5,NA,"yes","McCr1B",23.5,21,10,9,12,12,"Bottom 2.5 cm organic came off with corer, in own bag for processing",5,5,"Core","Top 2 cm mineral mixed with organic","Sampling between tussocks, very wet, standing water at 30 cm depth, AR hole depth same as sample depth",""
"52","CCE","2024-07-28","McCoy Creek","McCr1","B",NA,23,"Water,Mineral",39,"Frozen Ground",19,"Mineral",11,10,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Standing water at 10 cm below surface",""
"53","CCE","2024-07-30","Nugget Creek","NuCr2","A",NA,36.5,"Rock",98,"Rock",25,"Mineral",19,17,1,"yes","NuCr2A",31,30,9,6,11.5,9,"",0,0,NA," Mineral soil not sampled, too rocky","Sampled at 3.1 m due to CWD, unable to sample mineral because too rocky.",""
"54","CCE","2024-07-30","Nugget Creek","NuCr2","A",NA,50,"Mineral",61,"Rock",19,"Mineral",20,20,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Closest tree to depth hole is in moss hummock with no exposed AR and same SOL depth. Recorded data for AR here is tree 1m away that has greater extent of burn than at transect",""
"55","CCE","2024-07-29","McCoy Creek","McCr6","A",NA,28,"Mineral",68,"Frozen Ground",32,"Mineral",3.5,4,NA,"yes","McCr6A",23,25,12,8,10,11,"",5,5,"Core","","",""
"56","CCE","2024-07-29","McCoy Creek","McCr6","A",NA,41,"Mineral",48,"Frozen Ground",31,"Mineral",4,6,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"57","CCE","2024-08-02","Teklanika","Tekl5","C",0,7.5,"Mineral",57,"Rock",8,"Mineral",1,2,2,"yes","Tekl5C",6,7.5,10,10.5,10.5,10.5,"",5,5,"Core","","Too wet for labeling, rely on paper slips","7e805d36-618a-4ec5-a687-6d5983e3fd5b"
"58","CCE","2024-08-02","Teklanika","Tekl5","C",0,1,"Mineral",84,"Rock",6,"Mineral",4,4,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"59","CCE","2024-07-16","Shovel Creek","ShCr4","B",NA,0,"Rock",0,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"60","CCE","2024-07-16","Shovel Creek","ShCr4","B",NA,5.5,"Rock",5.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"61","CCE","2024-07-16","Shovel Creek","ShCr4","B",NA,0,"Rock",0,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"62","CCE","2024-07-15","Lost Horse","LoHo3","C",NA,10.5,"Mineral",74,"Rock",8,"Mineral",13,16,13,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"63","CCE","2024-07-15","Lost Horse","LoHo3","C",NA,5.5,"Mineral",89,"Rock",6,"Mineral",12,10,7.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"64","CCE","2024-07-15","Lost Horse","LoHo3","C",NA,10.5,"Mineral,Rock",82,"Frozen Ground",4.5,"Mineral",22,20,21,"yes","LoHo3C",10,9.5,10,11,10,10,"",5,5,"Core","","",""
"65","CCE","2024-07-23","Hess Creek","HeCr6","B",NA,16.5,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"66","CCE","2024-07-23","Hess Creek","HeCr6","B",NA,13,"Mineral",85,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"67","CCE","2024-07-23","Hess Creek","HeCr6","B",NA,23,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"68","CCE","2024-08-01","Munson Creek","MuCr3","C",3.5,29,"Mineral,Water",42,"Frozen Ground",27.5,"Mineral",6,10,NA,"yes","MuCr3C",24,26,12,11,10,9,"Unburned sphagnum. Take that into account when thinking about green moss. ",3,8,"Both","M1 came off with brownie. Depth of 3 but length and width of brownie. M2 taken with corer below. As sampling hole filled with water, so depth might not be accurate. Cored until frozen ground","","d4c9102e-27ec-4abe-955b-7dd96c08e17d"
"69","CCE","2024-08-01","Munson Creek","MuCr3","C",0,19,"Mineral,Water",36,"Frozen Ground",23,"Mineral,Water",3,4,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"70","CCE","2024-07-30","Nugget Creek","NuCr2","C",NA,17,"Mineral",101,">100cm",8,"Mineral",22,20,NA,"yes","NuCr2C",17,18,8,5,9.5,9,"",4,0,"Core","M1 sample came off of bottom of organic sample, depth is estimated. Length and width are same dimensions as brownie. M2 sample taken as core below Very top of m1 mixed with organic, no m2 sample because too rocky to core. M1 was uneven, 5cm and 4cm","0.1m off transect to avoid cwd",""
"71","CCE","2024-07-30","Nugget Creek","NuCr2","C",NA,35,"Mineral,Rock",14,">100cm",101,"Mineral,Rock",7,17,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"72","CCE","2024-08-04","Munson Creek","MuCr4","B",0,9,"Mineral",101,">100cm",9,"Mineral,Rock",14,24,20,"yes","MuCr4B",11,12,8.5,9.5,10,9,"Crumbly",5,5,"Core","","","26f0b36c-6aea-445e-a7ec-83194761c58b"
"73","CCE","2024-08-04","Munson Creek","MuCr4","B",0,34,"Mineral,Rock",101,"Rock,>100cm",38,"Mineral,Rock",14,10,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"74","CCE","2024-07-25","Haystack","Hays6","B",NA,12,"Mineral",46,"Rock",3,"Mineral",10,11.5,NA,"yes","Hays6B",9.5,10,11,10.5,11.5,10,"Bottom crumbly. Bottom 1.5 cm of organic came off with soil corer, in its own bag for processing.",5,5,"Core","","",""
"75","CCE","2024-07-25","Haystack","Hays6","B",NA,19,"Mineral",66,"Rock",8.5,"Rock",8,19,15,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"76","CCE","2024-07-25","Haystack","Hays6","B",NA,12.5,"Mineral",42,"Rock",7,"Mineral",13,3,10.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"77","CCE","2024-07-16","Shovel Creek","ShCr3","C",NA,3.5,"Mineral",17,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"78","CCE","2024-07-16","Shovel Creek","ShCr3","C",NA,9.5,"Mineral",52,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"79","CCE","2024-07-16","Shovel Creek","ShCr3","C",NA,5.5,"Rock",5.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"80","CCE","2024-07-15","Lost Horse","LoHo2","C",NA,6,"Mineral,Rock",67,"Rock",3.5,"Mineral",21,18,19,"yes","LoHo2C",7,5.5,8.5,10,9,NA,"",5,5,"Core","Big rock removed before mineral","",""
"81","CCE","2024-07-15","Lost Horse","LoHo2","C",NA,13,"Mineral",65,"Rock",4,"Mineral",13,11,13.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"82","CCE","2024-07-15","Lost Horse","LoHo2","C",NA,5.5,"Mineral",77,"Rock",5.5,"Mineral",16,18,24,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"83","CCE","2024-07-23","Hess Creek","HeCr4","A",NA,19,"Mineral",101,">100cm",19,"Mineral",5,7,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"84","CCE","2024-07-23","Hess Creek","HeCr4","A",NA,26,"Mineral",55,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"85","CCE","2024-07-23","Hess Creek","HeCr4","A",NA,27,"Mineral",58,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"86","CCE","2024-08-06","Dry Creek","DrCr5","B",0,9,"Mineral",60,"Mineral",7,"Mineral",10,12,11,"yes","DrCr5B",10,11.5,10,10.5,10,10,"",5,5,"Core","","Mineral too dense to probe further",""
"87","CCE","2024-08-06","Dry Creek","DrCr5","B",0,3,"Mineral",58,"Mineral",4,"Mineral",9,10,13,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Mineral too dense to probe ",""
"88","CCE","2024-08-03","Teklanika","Tekl2","C",0.1,6,"Mineral",101,">100cm",11,"Mineral",12,9,NA,"yes","Tekl2C",7,6.5,10,9,10,10,"",5,5,"Core","","",""
"89","CCE","2024-08-03","Teklanika","Tekl2","C",0,8,"Mineral",86,"Rock",20,"Mineral",18,11,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"90","CCE","2024-08-06","Dry Creek","DrCr6","A",0,16,"Mineral,Water",101,">100cm",16,"Mineral,Water",4,3,4,"yes","DrCr6A",20,20,7,7,8.5,8,"",6,4,"Core","","",""
"91","CCE","2024-08-06","Dry Creek","DrCr6","A",0,25,"Mineral,Water",101,">100cm",31,"Mineral,Water",8,7.5,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"92","CCE","2024-07-15","Lost Horse","LoHo3","B",NA,11,"Mineral",67,"Rock",8,"Mineral",17,13,7,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"93","CCE","2024-07-15","Lost Horse","LoHo3","B",NA,17,"Mineral",83,"Rock",18,"Mineral",10,6,11,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"94","CCE","2024-07-15","Lost Horse","LoHo3","B",NA,9.5,"Mineral",120,">100cm,Rock",7.6,"Mineral",6,5,4.5,"yes","LoHo3B",8,7.5,10.5,11,10.5,11,"",5,5,"Core","","",""
"95","CCE","2024-08-02","Teklanika","Tekl5","A",0,9,"Mineral",58,"Rock",21,"Mineral",8,7,7,"yes","Tekl5A",7.5,8,9.5,9,9,10,"",5,5,"Core","","Very rainy, sharpie not working, rely on rite in rain paper slips","e4579ffd-b283-4ff6-8c78-ceac405c5a6e"
"96","CCE","2024-08-02","Teklanika","Tekl5","A",0,15,"Mineral",65,"Rock",13,"Mineral",6,5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"97","CCE","2024-07-17","Shovel Creek","ShCr5","B",NA,0.5,"Rock",0.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"98","CCE","2024-07-17","Shovel Creek","ShCr5","B",NA,25,"Mineral",45,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Unburned moss patch",""
"99","CCE","2024-07-17","Shovel Creek","ShCr5","B",NA,16,"Mineral",18,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"100","CCE","2024-08-03","Teklanika","Tekl1","C",0,7,"Mineral,Rock",25,"Rock",9,"Mineral,Rock",3,2,NA,"yes","Tekl1C",7,7.5,10,10,9.5,9,"",5,5,"Both","M1 volumetric, but very rocky so medium confidence. Large rock of 3cm in sample. 2 cm of rock removed between m1 and m2. M2 grab sample due to rockiness ","","4b11a22e-efd3-4fc4-8922-8929e30e40e6"
"101","CCE","2024-08-03","Teklanika","Tekl1","C",0,13,"Mineral,Rock",34,"Rock",14,"Mineral,Rock",4,3,6,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"102","CCE","2024-08-02","Teklanika","Tekl6","B",0,13,"Mineral",60,"Rock",9,"Mineral",31,3,4.5,"yes","Tekl6B",14,11,9,9,10.5,10,"",5,5,"Core","","Sampled at 13.2 because of standing tree","fecfe12e-6d96-4300-b734-f5b0207189f7"
"103","CCE","2024-08-02","Teklanika","Tekl6","B",0,12,"Mineral",27,"Rock",11.5,"Mineral",6,6,7,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"104","CCE","2024-08-01","Munson Creek","MuCr1","A",0,15,"Mineral",49,"Rock",30,"Mineral",5.5,3.5,NA,"yes","MuCr1A",14,13.5,10,10,10,10.5,"",5,5,"Core","","",""
"105","CCE","2024-08-01","Munson Creek","MuCr1","A",0,8,"Mineral",51,"Rock",5,"Mineral",9.5,3,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"106","CCE","2024-08-01","Munson Creek","MuCr1","C",0,8.5,"Mineral",82,"Rock",6,"Mineral",6,10,NA,"yes","MuCr1C",10.5,5,10.5,11,12.5,12,"SOL is uneven, so sample may contain some mineral",5,5,"Core","Odd organic deposit below m1 and mixed with m2. Bottom 6 cm of mineral core ","","4e6679ca-d165-4b05-ad56-41a42003e1b6,3ec750c6-e573-4cbb-b785-edb4a79cd236"
"107","CCE","2024-08-01","Munson Creek","MuCr1","C",0,32,"Mineral",58,"Frozen Ground",31,"Mineral",14,9,18,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Between burned tussocks",""
"108","CCE","2024-08-05","Dry Creek","DrCr2","B",0.1,22,"Mineral",67,"Frozen Ground",37,"Mineral",1,NA,NA,"yes","DrCr2B",25,23.5,10.5,10.5,11,11,"",5,5,"Core","","No at roots visible on nearby trees","793836fd-cf73-4da9-9917-197b84ef0bd5"
"109","CCE","2024-08-05","Dry Creek","DrCr2","B",0.1,29,"Mineral,Water",73,"Frozen Ground",29,"Mineral,Water",6,7,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"110","CCE","2024-08-03","Teklanika","Tekl3","C",0,21,"Mineral,Rock",51,"Rock",21,"Mineral,Rock",4,5,NA,"yes","Tekl3C",22.5,25,10.5,11.5,9,9.5,"",5,3,"Core","Too rocky to core further","",""
"111","CCE","2024-08-03","Teklanika","Tekl3","C",0,19,"Rock",66,"Rock",22,"Rock,Mineral",2,3,6,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"112","CCE","2024-07-16","Shovel Creek","ShCr4","A",NA,27,"Rock",27,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"113","CCE","2024-07-16","Shovel Creek","ShCr4","A",NA,33,"Rock",33,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"114","CCE","2024-07-16","Shovel Creek","ShCr4","A",NA,3.5,"Rock",3.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"115","CCE","2024-07-22","Hess Creek","HeCr1","B",NA,11,"Rock",59,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"116","CCE","2024-07-22","Hess Creek","HeCr1","B",NA,11,"Rock",48,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"117","CCE","2024-07-22","Hess Creek","HeCr1","B",NA,12,"Mineral",25,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"118","CCE","2024-07-22","Hess Creek","HeCr3","C",NA,27,"Mineral",81,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Moved to 12.5 to avoid tussock",""
